Created-At;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Text;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id
20/08/2022 01:12;TINA SNOW;104040220;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;Thee more h0es hate thee more money ima make??? https://t.co/BZnBhjU8Zb;;;9458;1,56E+18
19/08/2022 18:09;Anand Ranganathan;1344897174;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"Tax-payer's money spent on advertisements by @ArvindKejriwal's Delhi govt over the last 10 years - an increase of 4200%. Last year it spent Rs 488 crores.

These figures are through an RTI reply, provided by none other than the Delhi govt. https://t.co/QCyXiUW71M";;;10231;1,56E+18
19/08/2022 15:11;MrMacaroni;302413828;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"Politicians will manage to complete a project after embezzling billions and wasting so much time on it. Then ask us to bow at their feet in appreciation for finally doing the work they were elected to do. 
Is it your money you used to do the Project???";;;5759;1,56E+18
20/08/2022 23:34;KC - NWB ?;325189905;aleph0ne;1,34E+18;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@aleph0ne @0xBender Quite frankly A1, you were already in.???

You've made me money, made me laugh and made me a better web3'r.

@ApeLiquidio IS fun..";;;0;1,56E+18
20/08/2022 23:34;BLINKUE;3276790806;;-1;ko;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @LISANATIONS_: .@vmagazine Facebook updates with Lisa:

Please engage!
?https://t.co/JNB5XKxigB
?https://t.co/w1J0Uf7FAO

???? ?? #LISA…";;;821;1,56E+18
20/08/2022 23:34;Jamez McNulty;1,45E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @magikmaverick86: All geordies and #NUFC supporters alike should support each others ventures. We all put so much time, money and effort…;;;8;1,56E+18
20/08/2022 23:34;Anthony Sanders;253158009;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;RT @AnthonyBSanders: One reason LA has a homeless problem is the endless Fed stimulus and massive growth of the US M2 Money supply. Housing…;;;1;1,56E+18
20/08/2022 23:34;Timmy Ryan;9,82E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"RT @DaxFTR: Don’t mess with my money. 
Don’t mess with my family. 
Don’t mess with my friends.

Jay’s already messed with my friend. This m…";;;52;1,56E+18
20/08/2022 23:34;?;1,41E+18;;-1;en;<a href='https://cheapbotsdonequick.com' rel='nofollow'>Cheap Bots, Done Quick!</a>;"SILVER: A week ago, you were willing to trade this money for a fucking fort. And now it's too important to trade for Madi's life?
FLINT: Things have changed.";;;0;1,56E+18
20/08/2022 23:34;BananaJunior11;636471376;JingNYNY;1,51E+18;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"@JingNYNY @SocialistMMA @JeremyWard33 @ChrisSVige Well, if he actually robbed a bank by going up to people with a loaded gun and threatening their lives... I might even agree with those judgements given more context.

Because it is not about the amount of money stolen, it is about the lives put at risk, in my eyes at least.";;;0;1,56E+18
20/08/2022 23:34;Melinda;40383926;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @merry123459: I’d appreciate an honest answer from Canadians to this question regardless of your stripes. Which of these healthcare syst…;;;82;1,56E+18
20/08/2022 23:34;Digital Currency Daily;1,47E+18;BHoarder1;1,06E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@BHoarder1 When did you ever get a viral fiat commercial? Money doesnt need advetiserinf, and infact, it’s illegal to advertise money in MANY places of the world.;;;0;1,56E+18
20/08/2022 23:34;Jennifer Hail;1,44E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @ninaturner: If you’re reading this and have federal student debt, @POTUS has the authority to cancel all of it with the stroke of a pen…;;;117;1,56E+18
20/08/2022 23:34;Afula Joseph;1,48E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @ChukwuemekaDoz3: The mosque they claimed to have been destroyed by Peter Obi was actually destroyed 2 weeks before he became governor.…;;;970;1,56E+18
20/08/2022 23:34;PhoenixVeryOwn??;2809203351;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @DailyRapFacts: New music out now:

Offset - 54321 (prod. Baby Keem)

Key Glock - From Nothing

Larry June - Spaceships on the Blade (al…";;;130;1,56E+18
20/08/2022 23:34;Michael Elliott;3349880890;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @Femi_Sorry: NEVER FORGET that Daniel Hannan was the campaign chair of Vote Leave which promised people that Brexit would deliver more p…;;;576;1,56E+18
20/08/2022 23:34;CaESy;1,24E+18;tjsirois;2987018352;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@tjsirois @TicTocTick Even if you wanted to help people? In the past he’s helped many traders. One trader I do know and he trades live everyday. I’m done going back and forth with u. All u guys say the samething lol while others are making money.;;;0;1,56E+18
20/08/2022 23:34;ProudlyDotNation???;1,36E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @OgbeniDemola: Once I make enough money, I’d relocate to Rwanda and denounce my Nigerian citizenship. I don’t want to be associated that…;;;111;1,56E+18
20/08/2022 23:34;Ignis Brothers fan;75062656;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @AfricaFactsZone: Zambia's President Hakainde Hichilema has asked Local Government leaders to buy their own cars.

He said 'Because you…";;;1043;1,56E+18
20/08/2022 23:34;Virginia_GalaxyHeroes;1,54E+18;smallcappick;3304958859;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@smallcappick @yooshi_official @GalaxyHeroesGHC @AKITA_network @HARUERC Stop chasing the money and start buying #GalaxyHeroesCoin, then money will chase you.  #GHC #GalaxyHeroesCoin .;;;0;1,56E+18
20/08/2022 23:34;CRYPTO MAMI ?;1,27E+18;Oxbig_win7;1,26E+18;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@Oxbig_win7 @JackBenjaminz Money hungry;;;0;1,56E+18
20/08/2022 23:34;L-M_L-S;293092804;;-1;th;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @leobestboy: ????????????????
#LISA #LALISA #MONEY 
#PINKVENOM  #BLACKPINK https://t.co/ZNMW66CNU3";;;14;1,56E+18
20/08/2022 23:34;Ira;2882164580;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @LaliceUpdates: .@BLACKPINK’s #LISA #MONEY (Exclusive Performance Video) got 1,386,580 VIEWS in last 24 hours on YouTube.

- #LALISA (Of…";;;606;1,56E+18
20/08/2022 23:34;Susan;7,91E+17;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @Booker4KY: Kentucky has some of the best soil in the world for growing cannabis, but our politicians would rather criminalize a plant t…;;;2382;1,56E+18
20/08/2022 23:34;Yemi;9,66E+17;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @Shehusky: When campaign starts next month, politicians that want to buy Nigeria will start giving money to people and groups for suppor…;;;46;1,56E+18
20/08/2022 23:34;SkiBarbie;23112498;;-1;en;<a href='http://www.handmark.com' rel='nofollow'>TweetCaster for iOS</a>;RT @CogitoErgoWtf: Mike Lindell is going to reveal the TRUTH, so, please, please, please, all you MAGA folks, give him and Trump all your m…;;;562;1,56E+18
20/08/2022 23:34;? Margot Williams#NHSLove ? #GTTO #EnoughIsEnough;9,35E+17;;-1;en;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;RT @JeremyVineOn5: 'The NHS is struggling for four main reasons: We don't have enough money, we don't have enough staff, we don't have enou…;;;476;1,56E+18
20/08/2022 23:34;Sharique Ahmad;3074980644;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @UtdFaithfuls: Even if Man Utd spend £300m this summer, don't be deceived. It's money borrowed/generated by the club.

If a small club l…";;;1119;1,56E+18
20/08/2022 23:34;RD??;1,25E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @iAsura_: Yogi do not have money power. The real elixir of life and longevity in politics.

He doesn’t control media houses, news portal…";;;122;1,56E+18
20/08/2022 23:34;n?;3630665714;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;the only way to go out, have fun and not spend money is just by like… setting things on fire right?;;;0;1,56E+18
20/08/2022 23:34;natasha1812;336639322;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @morethanmySLE: ATTN ARIZONA: BLAKE MASTERS WANTS TO PRIVATIZE SOCIAL SECURITY! REMIND HIM IT IS OUR MONEY & VOTE FOR MARK KELLY! ?;;;824;1,56E+18
20/08/2022 23:34;?ÎÇK Æ;1,08E+18;;-1;en;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @ashakiiii: No amount of budgeting and not eating out is going to make up for the fact that we don't make enough money.;;;202;1,56E+18
20/08/2022 23:34;?hablackboi JNR?;1,56E+18;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @_oluwaseun9: Asake life change just one call from Olamide, but you no get money you dey keep phone on silent 24/7;;;127;1,56E+18
20/08/2022 23:34;SatyamevaJayathe;3026239500;;-1;en;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @Starboy2079: Don't waste ur money on boring film  Do baaraa.
 
This movie is frame by frame copied from Alvaro Morte starer (Professor…";;;17;1,56E+18
20/08/2022 23:34;Desi B;1,12E+18;;-1;en;<a href='https://www.hootsuite.com' rel='nofollow'>Hootsuite Inc.</a>;RT @yooitsquen: yess this is what I buy with my adult money ?? https://t.co/TMU8fffS8m;;;30;1,56E+18
